timestep,mean_reward,std_reward,mean_ep_length
50000,8.55,2.5,464.1
100000,16.25,5.02,696.4
150000,20.75,5.86,775.1
200000,22.6,5.89,813.7
250000,20.8,6.93,817.6
300000,20.55,6.65,773.5
350000,21.65,10.01,803.3
400000,30.85,11.6,970.5
450000,27.85,8.48,905.6
500000,23.7,7.85,854.9
