timestep,mean_reward,std_reward,mean_ep_length
50000,14.8,3.5,646.0
100000,17.25,6.17,664.8
150000,23.65,6.73,835.9
200000,23.45,6.55,841.7
250000,22.85,7.71,820.2
300000,22.2,6.57,808.9
350000,20.5,7.63,740.5
400000,20.95,7.02,791.0
450000,22.15,5.0,805.9
500000,23.45,7.52,831.2
